"","approx_year_built","cats_allowed","coop_condo","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_full_bathrooms","num_half_bathrooms","num_total_rooms","sale_price","sq_footage","walk_score","Zipcode","total_charges"
"1892",1964,"No","co-op","combo","No","gas","no","Efficient",540,1,1,0,3,NA,665,"Somewhat Walkable","Northeast Queens",0
"1893",2006,"No","condo","formal","No","gas","no","Combo",0,2,2,0,4,NA,800,"Walker's Paradise","West Queens",239.833333333333
"1894",1961,"No","co-op",NA,"No","oil","no","Combo",412,1,1,0,2,NA,NA,"Walker's Paradise","North Queens",0
"1895",1962,"No","co-op","combo","No","gas","no","Efficient",410,NA,1,0,2,NA,NA,"Walker's Paradise","North Queens",0
"1896",1985,"No","condo","combo","No","gas","no","Combo",0,1,1,0,3,NA,720,"Walker's Paradise","North Queens",458.5
"1897",1956,"No","co-op",NA,"No","gas","no","Efficient",613,1,1,0,4,NA,NA,"Walker's Paradise","North Queens",0
"1898",1960,"No","co-op","formal","No","gas","no","Combo",NA,1,1,0,4,NA,800,"Walker's Paradise","North Queens",0
"1899",2013,"No","condo","formal","No","gas","no","Combo",0,1,1,0,3,NA,804,"Walker's Paradise","Northwest Queens",190.5
"1900",1964,"Yes","co-op",NA,"No","gas","no","Eat_In",973,3,2,0,6,NA,1300,"Walker's Paradise","North Queens",0
"1901",1961,"Yes","co-op",NA,"No","gas","no","Combo",690,1,1,0,3,NA,800,"Walker's Paradise","North Queens",0
"1902",1961,"Yes","co-op",NA,"No","gas","no","Combo",940,2,2,0,5,NA,1200,"Walker's Paradise","North Queens",0
"1903",1964,"No","co-op","formal","No","gas","no","Eat_In",963,3,2,0,6,NA,1300,"Walker's Paradise","North Queens",0
"1904",1961,"No","co-op",NA,"No","oil","no","Efficient",NA,3,2,0,6,NA,NA,"Walker's Paradise","North Queens",0
"1905",1961,"Yes","co-op",NA,"No","gas","no","Combo",787,2,1,0,4,NA,NA,"Walker's Paradise","North Queens",0
"1906",2012,"Yes","condo","combo","Yes","gas","no","Efficient",0,2,2,0,5,NA,NA,"Walker's Paradise","Northeast Queens",409.333333333333
"1907",2007,"No","condo","combo","No","gas","no","Eat_In",0,2,2,0,5,NA,NA,"Walker's Paradise","North Queens",211.416666666667
"1908",1961,"No","co-op","combo","No","oil","no","Efficient",930,2,2,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1909",1931,"No","condo",NA,"No","electric","no","Eat_In",0,1,1,0,5,NA,743,"Walker's Paradise","Northwest Queens",553
"1910",1950,"No","co-op","formal","No","gas","no","Eat_In",901,3,1,0,7,NA,1300,"Very Walkable","North Queens",0
"1911",1954,"No","co-op","formal","No","gas","no","Eat_In",700,2,1,0,6,NA,850,"Very Walkable","North Queens",0
"1912",1958,"No","condo","combo","No","oil","no","Efficient",0,1,1,0,4,NA,NA,"Walker's Paradise","North Queens",651.5
"1913",1930,"Yes","co-op","other","No","oil","no","Efficient",575,1,1,1,4,NA,NA,"Walker's Paradise","Northwest Queens",0
"1914",1988,"No","condo","combo","No","gas","no","Eat_In",210,2,1,1,4,NA,850,"Walker's Paradise","West Queens",NA
"1915",1987,"Yes","condo","combo","Yes","gas","no","Combo",0,2,1,1,5,NA,800,"Very Walkable","North Queens",459.333333333333
"1916",1960,"No","co-op",NA,"No",NA,"no","Eat_In",550,NA,1,0,3,NA,NA,"Very Walkable","Northeast Queens",0
"1917",1950,"Yes","co-op","formal","Yes","gas","no","Combo",460,1,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1918",1987,"Yes","condo","formal","Yes","gas","no","Combo",0,2,2,1,7,NA,NA,"Somewhat Walkable","North Queens",649.333333333333
"1919",1988,"No","condo","formal","No","gas","yes","Eat_In",0,2,1,1,5,NA,NA,"Very Walkable","West Queens",576.666666666667
"1920",1962,"No","condo","other","No","gas","no","Eat_In",0,1,1,0,3,NA,663,"Walker's Paradise","West Queens",756.666666666667
"1921",1955,"No","co-op","combo","No","gas","no","Efficient",670,2,1,0,4,NA,NA,"Very Walkable","West Queens",0
"1922",1955,"No","co-op","combo","No","gas","no","Efficient",670,2,1,0,4,NA,NA,"Very Walkable","West Queens",0
"1923",1987,"Yes","condo","formal","Yes","gas","yes","Efficient",0,2,2,0,6,NA,NA,"Somewhat Walkable","North Queens",605
"1924",1961,"Yes","co-op","combo","No","gas","no","Efficient",687,1,1,0,3,NA,NA,"Very Walkable","Northeast Queens",0
"1925",1961,"No","co-op","formal","No","gas","no","Efficient",877,2,1,0,4,NA,NA,"Very Walkable","Northeast Queens",0
"1926",1961,"Yes","co-op","combo","No","gas","no","Efficient",644,1,1,0,3,NA,NA,"Very Walkable","Northeast Queens",0
"1927",1961,"Yes","co-op","combo","No","gas","no","Efficient",634,1,1,0,3,NA,NA,"Very Walkable","Northeast Queens",0
"1928",1991,"No","condo","combo","No","gas","no","Efficient",0,1,1,0,4,NA,1020,"Very Walkable","West Queens",435
"1929",1955,"Yes","condo",NA,"Yes","oil","no","Eat_In",0,2,1,0,4,NA,800,"Very Walkable","Central Queens",679.833333333333
"1930",1950,"Yes","co-op",NA,"No","gas","no","Efficient",673,1,1,0,3,NA,650,"Very Walkable","Northeast Queens",0
"1931",1968,"No","co-op","formal","No","gas","yes","Eat_In",511,NA,1,0,2,NA,NA,"Walker's Paradise","West Queens",0
"1932",2016,"No","condo","formal","No","gas","no","Combo",0,1,1,0,3,NA,622,"Very Walkable","North Queens",NA
"1933",2016,"No","condo","other","No","gas","no","Combo",0,2,1,0,4,NA,900,"Very Walkable","North Queens",325
"1934",1968,"No","co-op","formal","No","gas","no","Efficient",863,2,2,0,4,NA,NA,"Very Walkable","West Central Queens",0
"1935",1962,"Yes","co-op","other","Yes","oil","no","Eat_In",977,3,2,0,7,NA,1428,"Walker's Paradise","West Queens",0
"1936",1927,"No","condo",NA,"No","other","no","Eat_In",0,1,1,0,3,NA,741,"Walker's Paradise","West Queens",397.416666666667
"1937",1927,"No","condo",NA,"No","gas","no","Eat_In",0,1,1,0,3,NA,NA,"Walker's Paradise","West Queens",419.5
"1938",1962,"Yes","co-op","combo","Yes","gas","yes","Eat_In",648,1,1,0,3,NA,750,"Walker's Paradise","West Central Queens",0
"1939",1967,"Yes","co-op","combo","Yes","gas","no","Efficient",995,1,1,0,3,NA,900,"Somewhat Walkable","West Central Queens",0
"1940",1964,"Yes","co-op","formal","Yes","gas","no","Efficient",NA,2,1,0,4,NA,1000,"Somewhat Walkable","West Central Queens",0
"1941",1965,"No","co-op","formal","No","gas","no","Efficient",NA,2,2,0,4,NA,1200,"Somewhat Walkable","West Central Queens",0
"1942",1965,"No","co-op","formal","No","gas","no","Efficient",NA,2,2,0,5,NA,1300,"Somewhat Walkable","West Central Queens",0
"1943",1967,"Yes","co-op","combo","Yes","gas","yes","Efficient",NA,3,2,0,6,NA,1450,"Somewhat Walkable","West Central Queens",0
"1944",1964,"Yes","co-op","combo","Yes","gas","no","Efficient",NA,2,1,0,4,NA,NA,"Somewhat Walkable","West Central Queens",0
"1945",1965,"No","co-op","formal","No","gas","no","Eat_In",NA,2,2,0,4,NA,1300,"Somewhat Walkable","West Central Queens",0
"1946",1962,"Yes","co-op","combo","Yes","gas","yes","Eat_In",850,2,1,0,4,NA,975,"Walker's Paradise","West Central Queens",0
"1947",1960,"Yes","co-op","formal","Yes","oil","yes","Eat_In",NA,3,2,0,6,NA,1400,"Walker's Paradise","West Central Queens",0
"1948",1960,"Yes","co-op","combo","Yes",NA,"no","Efficient",642,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1949",1955,"Yes","co-op","other","Yes","oil","no","Combo",842,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1950",1950,"No","co-op","formal","No","gas","no","Efficient",709,1,1,0,4,NA,800,"Walker's Paradise","West Central Queens",0
"1951",1960,"Yes","co-op","combo","Yes","oil","yes","Combo",462,NA,1,0,0,NA,310,"Walker's Paradise","West Central Queens",0
"1952",1960,"Yes","co-op","combo","Yes","oil","yes","Efficient",938,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1953",1971,"No","condo","combo","No","gas","yes","Eat_In",0,3,2,1,6,NA,1520,"Very Walkable","Northeast Queens",721.916666666667
"1954",1988,"Yes","condo","combo","Yes","gas","yes","Combo",0,2,1,1,8,NA,1000,"Walker's Paradise","West Central Queens",1070.66666666667
"1955",1950,"No","co-op","formal","No","gas","no","Eat_In",718,2,1,0,4,NA,1200,"Walker's Paradise","West Central Queens",0
"1956",1960,"No","co-op",NA,"No","gas","yes","Combo",811,2,1,0,6,NA,1550,"Very Walkable","West Central Queens",0
"1957",1960,"No","co-op","other","No","gas","yes","Combo",811,2,1,0,6,NA,1250,"Very Walkable","West Central Queens",0
"1958",1945,"No","co-op","formal","No","oil","no","Eat_In",643,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1959",1949,"No","condo","combo","No","gas","no","Efficient",0,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",818.5
"1960",1949,"No","condo","other","No",NA,"no","Efficient",0,2,2,0,5,NA,NA,"Walker's Paradise","West Central Queens",469.166666666667
"1961",1952,"No","condo",NA,"No","gas","no","Combo",0,NA,1,0,2,NA,NA,"Very Walkable","West Central Queens",NA
"1962",1952,"No","condo","formal","No","oil","no","Eat_In",0,1,1,0,4,NA,900,"Very Walkable","West Central Queens",622.166666666667
"1963",2008,"No","condo","combo","No","gas","no","Eat_In",0,1,1,0,3,NA,719,"Very Walkable","West Central Queens",562.583333333333
"1964",2008,"Yes","condo","combo","Yes","gas","yes","Eat_In",0,2,2,0,5,NA,1250,"Very Walkable","West Central Queens",835.416666666667
"1965",1950,"No","co-op","combo","No","gas","no","Combo",690,2,1,0,4,NA,900,"Walker's Paradise","West Central Queens",0
"1966",1952,"Yes","co-op","formal","Yes","oil","yes","Eat_In",NA,3,2,0,6,NA,1350,"Walker's Paradise","West Central Queens",0
"1967",1955,"No","co-op","combo","No","oil","no","Combo",445,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1968",1939,"No","co-op",NA,"No","oil","no","Combo",482,NA,1,0,2,NA,NA,"Walker's Paradise","West Central Queens",0
"1969",1960,"No","condo","combo","No","gas","no","Eat_In",0,2,2,0,5,NA,NA,"Car-Dependent","Northeast Queens",655.916666666667
"1970",1983,"Yes","condo",NA,"Yes",NA,"no","Eat_In",0,1,1,0,3,NA,NA,"Car-Dependent","Northeast Queens",322.416666666667
"1971",1963,"No","co-op","combo","No","oil","no","Efficient",640,2,1,0,5,NA,NA,"Walker's Paradise","West Queens",0
"1972",1952,"No","co-op",NA,"No","oil","no","Efficient",400,NA,1,0,3,NA,NA,"Walker's Paradise","West Queens",0
"1973",1949,"Yes","co-op","combo","Yes","gas","no","Efficient",859,2,1,0,4,NA,NA,"Very Walkable","Northeast Queens",0
"1974",2014,"Yes","condo","formal","Yes","gas","no","Eat_In",0,1,2,1,6,NA,NA,"Walker's Paradise","West Queens",NA
"1975",1939,"No","co-op","other","No","oil","no","Eat_In",799,1,1,0,3,NA,800,"Walker's Paradise","West Central Queens",0
"1976",1963,"No","condo","formal","No","oil","yes","Combo",0,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",NA
"1977",1963,"No","condo","formal","No","oil","yes","Eat_In",0,NA,1,0,4,NA,860,"Walker's Paradise","West Central Queens",653.666666666667
"1978",1963,"No","condo","formal","No","oil","no","Combo",0,2,1,0,5,NA,870,"Walker's Paradise","West Central Queens",688.75
"1979",1963,"No","condo","formal","No","oil","yes","Eat_In",0,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",789.25
"1980",1963,"No","condo","formal","No","oil","yes","Eat_In",0,1,1,0,4,NA,620,"Walker's Paradise","West Central Queens",514.583333333333
"1981",1939,"No","co-op","combo","No","gas","no","Eat_In",916,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1982",1963,"Yes","co-op","combo","No","oil","yes",NA,418,NA,1,0,3,NA,550,"Very Walkable","West Central Queens",0
"1983",1950,"No","co-op","formal","No","gas","no","Combo",550,1,1,0,3,NA,NA,"Car-Dependent","West Central Queens",0
"1984",1950,"Yes","co-op","combo","No","oil","no","Efficient",671,1,1,0,3,NA,700,"Very Walkable","West Central Queens",0
"1985",1965,"No","co-op","combo","No","gas","yes","Efficient",943,2,1,0,4,NA,1000,"Walker's Paradise","West Central Queens",0
"1986",1965,"No","co-op","combo","No","gas","no","Efficient",824,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1987",1965,"No","co-op",NA,"No","oil","yes","Combo",NA,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1988",1985,"Yes","condo","other","No","gas","no","Efficient",0,2,2,0,5,NA,1300,"Very Walkable","West Central Queens",712.916666666667
"1989",2007,"Yes","condo","combo","Yes","gas","no","Efficient",0,2,2,0,5,NA,NA,"Very Walkable","West Central Queens",448.916666666667
"1990",1956,"No","co-op","combo","No","electric","no","Efficient",597,1,1,0,3,NA,600,"Walker's Paradise","West Central Queens",0
"1991",1950,"Yes","co-op","combo","Yes","gas","no","Efficient",908,2,1,0,4,NA,NA,"Very Walkable","Northeast Queens",0
"1992",1955,"Yes","co-op","formal","Yes","gas","yes","Efficient",913,2,1,0,5,NA,1000,"Walker's Paradise","West Central Queens",0
"1993",1955,"Yes","co-op","combo","No","gas","yes","Combo",632,1,1,0,3,NA,750,"Walker's Paradise","West Central Queens",0
"1994",1950,"No","co-op","formal","No","oil","no","Efficient",534,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1995",1950,"Yes","co-op","combo","Yes","oil","yes","Efficient",929,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1996",1950,"Yes","co-op","formal","No","gas","no","Eat_In",500,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1997",1955,"No","co-op","combo","No","gas","no","Eat_In",NA,2,1,1,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1998",1945,"No","co-op","combo","No","gas","no","Eat_In",805,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1999",1949,"No","co-op",NA,"No","oil","no","Combo",679,1,1,0,2,NA,NA,"Walker's Paradise","West Central Queens",0
"2000",1951,"Yes","co-op","other","Yes",NA,"yes","Eat_In",493,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"2001",1955,"Yes","co-op","formal","Yes","oil","no","Efficient",658,1,1,0,3,NA,700,"Very Walkable","Central Queens",0
"2002",1960,"No","co-op",NA,"No","gas","no","Efficient",429,NA,1,0,1,NA,500,"Walker's Paradise","West Central Queens",0
"2003",1950,"No","condo","combo","No","gas","no","Eat_In",0,2,1,0,4,NA,NA,"Car-Dependent","Northeast Queens",336
"2004",1950,"No","co-op",NA,"No","gas","no","Eat_In",NA,3,2,0,8,NA,NA,"Walker's Paradise","West Central Queens",0
"2005",1949,"No","co-op","other","No","oil","yes","Efficient",612,1,1,0,3,NA,621,"Walker's Paradise","West Central Queens",0
"2006",1932,"No","co-op","formal","No","gas","yes","Eat_In",996,2,2,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"2007",1940,"Yes","co-op",NA,"Yes","oil","no","Combo",700,1,1,0,2,NA,NA,"Walker's Paradise","West Central Queens",0
"2008",1950,"No","co-op","formal","No",NA,"no","Efficient",NA,2,1,0,5,NA,NA,"Very Walkable","Central Queens",0
"2009",1950,"No","co-op",NA,"No","gas","no","Eat_In",745,1,1,0,4,NA,NA,"Very Walkable","Central Queens",0
"2010",1954,"No","co-op",NA,"No","gas","yes","Efficient",NA,3,2,0,8,NA,NA,"Walker's Paradise","West Central Queens",0
"2011",1956,"No","co-op","formal","No","gas","no","Efficient",NA,2,2,0,7,NA,NA,"Walker's Paradise","West Central Queens",0
"2012",1940,"No","co-op","formal","No","gas","no","Eat_In",817,1,1,0,4,NA,725,"Walker's Paradise","West Central Queens",0
"2013",1942,"No","co-op","other","No",NA,"yes","Eat_In",NA,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"2014",1950,"Yes","co-op","formal","No","gas","no","Efficient",542,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"2015",1940,"No","co-op","other","No","other","no","Eat_In",NA,2,2,0,4,NA,1155,"Walker's Paradise","West Central Queens",0
"2016",1940,"No","co-op","other","No","other","no","Eat_In",NA,2,2,0,5,NA,1231,"Walker's Paradise","West Central Queens",0
"2017",1940,"No","co-op","other","No","other","no","Eat_In",NA,4,2,0,7,NA,1557,"Walker's Paradise","West Central Queens",0
"2018",1950,"Yes","condo","formal","Yes","oil","no","Eat_In",0,2,2,0,5,NA,1215,"Walker's Paradise","West Central Queens",1082
"2019",1950,"Yes","co-op","combo","No","gas","no","Efficient",461,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"2020",1950,"No","co-op","formal","No","oil","no","Efficient",652,1,1,0,3,NA,NA,"Very Walkable","Central Queens",0
"2021",1949,"Yes","co-op","combo","Yes","gas","no","Efficient",753,2,1,0,5,NA,NA,"Very Walkable","Central Queens",0
"2022",1967,"No","co-op","formal","No","gas","no","Eat_In",NA,2,2,0,6,NA,1415,"Walker's Paradise","West Central Queens",0
"2023",1967,"No","co-op","formal","No","gas","yes","Eat_In",NA,2,2,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"2024",1962,"Yes","co-op",NA,"No","gas","yes","Eat_In",750,1,1,0,4,NA,752,"Walker's Paradise","West Central Queens",0
"2025",1964,"Yes","co-op","combo","No","gas","no","Efficient",687,1,1,0,1,NA,625,"Walker's Paradise","West Central Queens",0
"2026",1964,"Yes","co-op",NA,"No","gas","no","Combo",540,NA,1,0,2,NA,NA,"Walker's Paradise","West Central Queens",0
"2027",1964,"Yes","co-op","combo","No","gas","no","Combo",897,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"2028",1964,"Yes","co-op","combo","No","gas","no","Combo",715,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"2029",1964,"No","co-op",NA,"No","gas","no","Combo",876,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"2030",1964,"Yes","co-op","combo","No","gas","no","Combo",NA,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"2031",1964,"Yes","co-op","formal","No","gas","no","Combo",NA,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"2032",1964,"Yes","co-op","combo","No","gas","no","Combo",683,NA,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"2033",1950,"No","co-op","combo","No","oil","no","Combo",677,NA,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"2034",1950,"Yes","co-op","combo","Yes","oil","no","Eat_In",715,1,1,0,4,NA,NA,"Somewhat Walkable","Southeast Queens",0
"2035",2007,"No","condo","formal","No","gas","no","Eat_In",0,3,2,0,8,NA,1400,"Very Walkable","Central Queens",684.833333333333
"2036",1955,"No","co-op",NA,"No","oil","no",NA,NA,1,1,0,4,NA,700,"Walker's Paradise","West Central Queens",0
"2037",1956,"No","co-op","combo","No","gas","yes","Eat_In",NA,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"2038",1955,"Yes","co-op","combo","No","gas","no","Efficient",858,1,1,0,3,NA,850,"Somewhat Walkable","North Queens",0
"2039",2004,"Yes","condo","formal","Yes","gas","no","Efficient",0,3,2,0,7,NA,1100,"Very Walkable","Central Queens",174.5
"2040",2004,"Yes","condo","formal","Yes","gas","no","Efficient",0,3,2,0,6,NA,1100,"Very Walkable","Central Queens",174.5
"2041",1950,"Yes","co-op","combo","Yes","oil","yes","Eat_In",702,1,1,0,4,NA,NA,"Somewhat Walkable","Southeast Queens",0
"2042",1940,"Yes","condo","other","Yes","gas","no","Eat_In",0,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",742.916666666667
"2043",1955,"Yes","co-op","combo","No","oil","yes","Efficient",NA,3,1,0,5,NA,NA,"Car-Dependent","North Queens",0
"2044",1950,"No","co-op","combo","No","oil","no","Eat_In",514,1,1,0,3,NA,585,"Somewhat Walkable","Southeast Queens",0
"2045",1940,"Yes","co-op","other","Yes","other","no","Combo",NA,2,1,0,4,NA,980,"Walker's Paradise","West Queens",0
"2046",1940,"Yes","co-op","other","Yes","other","no","Combo",NA,2,1,0,4,NA,1020,"Walker's Paradise","West Queens",0
"2047",1940,"Yes","co-op","other","Yes","other","no","Combo",NA,2,1,0,4,NA,1171,"Walker's Paradise","West Queens",0
"2048",1940,"Yes","co-op","other","Yes","other","no","Eat_In",801,2,2,0,4,NA,1217,"Walker's Paradise","West Queens",0
"2049",1940,"Yes","co-op","formal","Yes","other","no","Eat_In",NA,3,2,0,5,NA,1518,"Walker's Paradise","West Queens",0
"2050",1940,"Yes","co-op","other","Yes","other","no","Combo",697,1,1,0,3,NA,NA,"Walker's Paradise","West Queens",0
"2051",1950,"Yes","co-op","combo","Yes","gas","no","Efficient",673,2,1,0,4,NA,651,"Very Walkable","Southeast Queens",0
"2052",1938,"Yes","co-op",NA,"Yes","oil","no","Eat_In",750,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"2053",1950,"Yes","co-op","combo","Yes","gas","no","Eat_In",702,2,1,0,4,NA,721,"Very Walkable","Southeast Queens",0
"2054",1962,"Yes","co-op",NA,"Yes","gas","no","Efficient",470,1,1,0,3,NA,600,"Walker's Paradise","West Queens",0
"2055",1965,"No","co-op","other","No","gas","no","Efficient",408,NA,1,0,2,NA,430,"Walker's Paradise","West Queens",0
"2056",1947,"No","co-op","combo","No","oil","no","Efficient",630,2,1,0,4,NA,NA,"Very Walkable","Southeast Queens",0
"2057",1955,"No","co-op","formal","No","gas","no","Eat_In",NA,1,1,0,3,NA,450,"Very Walkable","West Central Queens",0
"2058",NA,"No","co-op",NA,"No",NA,"no",NA,NA,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"2059",1952,"No","co-op","combo","No","oil","yes","Combo",505,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
