"","approx_year_built","cats_allowed","coop_condo","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_full_bathrooms","num_half_bathrooms","num_total_rooms","sale_price","sq_footage","walk_score","Zipcode","total_charges"
"1679",1950,"Yes","co-op","combo","No","oil","no","Combo",NA,2,1,0,5,NA,NA,"Very Walkable","North Queens",0
"1680",1968,"No","co-op","formal","No","oil","no","Eat_In",NA,3,2,1,6,NA,NA,"Very Walkable","North Queens",0
"1681",2007,"No","condo","combo","No","gas","no","Efficient",0,1,1,1,5,NA,985,"Walker's Paradise","Jamaica",593.333333333333
"1682",2007,"No","condo","combo","No","gas","no","Efficient",0,1,1,1,5,NA,985,"Walker's Paradise","Jamaica",593.333333333333
"1683",1970,"Yes","co-op","combo","Yes","gas","no","Efficient",NA,2,2,0,5,NA,NA,"Very Walkable","North Queens",0
"1684",1970,"Yes","co-op","combo","Yes","gas","no","Efficient",NA,1,1,0,3,NA,NA,"Very Walkable","North Queens",0
"1685",1970,"Yes","co-op","combo","No","oil","yes","Eat_In",767,1,1,0,4,NA,800,"Very Walkable","North Queens",0
"1686",1970,"No","co-op","formal","No","oil","no","Eat_In",NA,1,1,0,4,NA,NA,"Very Walkable","North Queens",0
"1687",1970,"No","co-op","formal","No","gas","yes","Efficient",NA,3,2,0,6,NA,NA,"Very Walkable","North Queens",0
"1688",1968,"No","co-op",NA,"Yes","gas","yes","Efficient",NA,1,1,0,3,NA,900,"Very Walkable","North Queens",0
"1689",1969,"Yes","co-op","combo","No","oil","yes","Eat_In",NA,1,1,0,4,NA,900,"Very Walkable","North Queens",0
"1690",1970,"No","co-op","formal","No","gas","yes","Efficient",NA,3,2,0,6,NA,NA,"Very Walkable","North Queens",0
"1691",1969,"No","co-op","combo","No","gas","no","Combo",914,1,1,0,3,NA,780,"Very Walkable","North Queens",0
"1692",1958,"Yes","co-op","combo","No","gas","no","Efficient",560,1,1,0,3,NA,NA,"Very Walkable","North Queens",0
"1693",1969,"No","co-op","combo","No","oil","yes","Eat_In",NA,1,1,0,3,NA,700,"Very Walkable","North Queens",0
"1694",1978,"No","co-op",NA,"No","gas","yes","Combo",NA,1,1,0,4,NA,880,"Very Walkable","North Queens",0
"1695",1970,"No","co-op","combo","No","oil","yes","Eat_In",NA,2,2,0,5,NA,1200,"Very Walkable","North Queens",0
"1696",1970,"No","co-op","combo","No","oil","yes","Efficient",998,1,1,0,4,NA,NA,"Very Walkable","North Queens",0
"1697",1970,"No","co-op","formal","No","oil","yes","Eat_In",NA,2,2,0,5,NA,1300,"Very Walkable","North Queens",0
"1698",1970,"No","co-op",NA,"No","gas","no","Efficient",969,1,1,0,4,NA,NA,"Very Walkable","North Queens",0
"1699",1970,"No","co-op","combo","No","gas","yes","Eat_In",939,1,1,0,4,NA,NA,"Very Walkable","North Queens",0
"1700",2010,"No","condo","formal","No","gas","no","Combo",0,2,2,0,5,NA,1600,"Walker's Paradise","West Central Queens",270.833333333333
"1701",1958,"No","co-op","combo","No","gas","no","Eat_In",991,1,1,0,4,NA,850,"Very Walkable","North Queens",0
"1702",1955,"No","co-op",NA,"No","gas","no","Efficient",NA,2,1,0,4,NA,NA,"Very Walkable","North Queens",0
"1703",1955,"No","co-op","combo","No","gas","no","Eat_In",NA,2,1,0,5,NA,NA,"Very Walkable","North Queens",0
"1704",1970,"No","co-op","formal","No","gas","no","Eat_In",NA,3,2,1,6,NA,NA,"Very Walkable","North Queens",0
"1705",1958,"No","co-op",NA,"No","other","no","Eat_In",918,1,1,0,4,NA,NA,"Very Walkable","North Queens",0
"1706",1960,"Yes","co-op",NA,"No","gas","no","Eat_In",NA,2,2,0,5,NA,1300,"Somewhat Walkable","North Queens",0
"1707",1959,"No","co-op",NA,"No","other","no","Eat_In",NA,2,1,0,5,NA,NA,"Very Walkable","North Queens",0
"1708",1950,"Yes","co-op","combo","No","gas","yes","Eat_In",NA,2,1,0,5,NA,NA,"Very Walkable","North Queens",0
"1709",1950,"No","co-op",NA,"No","gas","no","Eat_In",624,1,1,0,4,NA,NA,"Somewhat Walkable","Jamaica",0
"1710",1955,"No","co-op",NA,"No","oil","no","Efficient",641,1,1,0,3,NA,NA,"Somewhat Walkable","Central Queens",0
"1711",1950,"Yes","co-op",NA,"No","oil","no","Efficient",965,2,1,0,5,NA,NA,"Somewhat Walkable","Central Queens",0
"1712",2008,"No","condo","combo","No","gas","yes","Efficient",0,2,2,0,5,NA,941,"Very Walkable","West Central Queens",568.666666666667
"1713",1960,"Yes","co-op","combo","No","gas","no","Efficient",975,2,1,0,5,NA,NA,"Very Walkable","North Queens",0
"1714",1982,"Yes","condo",NA,"No","oil","no","Efficient",0,NA,1,0,2,NA,NA,"Very Walkable","North Queens",568.5
"1715",1981,"No","condo","formal","No","oil","no","Eat_In",0,2,2,0,6,NA,NA,"Very Walkable","North Queens",1591.66666666667
"1716",1982,"No","condo","combo","No","gas","no","Eat_In",0,1,1,0,4,NA,NA,"Very Walkable","North Queens",819
"1717",1893,"No","condo","formal","No","gas","no","Eat_In",0,1,1,0,4,NA,NA,"Very Walkable","North Queens",808
"1718",1955,"No","co-op","formal","No","gas","no","Eat_In",642,1,1,0,3,NA,NA,"Very Walkable","Jamaica",0
"1719",1985,"No","condo","combo","No","gas","yes","Eat_In",0,3,2,0,6,NA,NA,"Somewhat Walkable","North Queens",1170.5
"1720",1982,"Yes","condo","combo","Yes","gas","no","Eat_In",0,1,1,0,3,NA,700,"Somewhat Walkable","North Queens",772.333333333333
"1721",1985,"No","condo","combo","No","gas","no","Eat_In",389,1,1,0,4,NA,NA,"Somewhat Walkable","North Queens",430
"1722",1983,"No","condo","combo","No","gas","yes","Combo",596,2,2,0,4,NA,NA,"Very Walkable","North Queens",NA
"1723",1960,"No","co-op","combo","No","gas","no","Efficient",NA,3,2,0,7,NA,NA,"Very Walkable","North Queens",0
"1724",1960,"No","co-op","formal","No","oil","no","Eat_In",NA,3,2,0,6,NA,1500,"Very Walkable","North Queens",0
"1725",1983,"No","condo","combo","No","gas","yes","Combo",0,1,1,0,4,NA,NA,"Very Walkable","North Queens",728.083333333333
"1726",1923,"No","co-op","combo","No","gas","no","Eat_In",806,1,1,0,3,NA,600,"Walker's Paradise","Northwest Queens",0
"1727",1956,"Yes","co-op",NA,"Yes",NA,"no","Eat_In",750,2,1,0,5,NA,750,"Walker's Paradise","Northwest Queens",0
"1728",1955,"No","co-op","formal","No","gas","no","Efficient",540,1,1,0,4,NA,NA,"Somewhat Walkable","Northeast Queens",0
"1729",1955,"No","co-op","formal","No","gas","no","Efficient",600,1,1,0,4,NA,NA,"Somewhat Walkable","Northeast Queens",0
"1730",1923,"No","co-op",NA,"No","oil","no","Eat_In",NA,3,1,0,5,NA,NA,"Walker's Paradise","Northwest Queens",0
"1731",1970,"No","co-op","formal","No","oil","yes","Efficient",NA,3,2,1,6,NA,NA,"Very Walkable","North Queens",0
"1732",1951,"No","co-op","combo","No","gas","no","Efficient",614,3,1,0,6,NA,NA,"Very Walkable","Northeast Queens",0
"1733",1952,"No","co-op","combo","No","gas","no","Eat_In",815,2,1,0,4,NA,NA,"Very Walkable","Northeast Queens",0
"1734",1928,"Yes","co-op",NA,"Yes","gas","no","Combo",904,2,1,0,4,NA,650,"Walker's Paradise","Northwest Queens",0
"1735",1950,"No","co-op","formal","No","gas","no","Combo",463,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1736",1923,"No","co-op",NA,"No","oil","no","Combo",822,3,1,0,5,NA,NA,"Walker's Paradise","Northwest Queens",0
"1737",NA,"No","condo","combo","No","electric","no","Combo",0,1,1,0,3,NA,890,"Very Walkable","Northwest Queens",601.5
"1738",1983,"No","condo",NA,"No","gas","no","Efficient",0,1,1,0,3,NA,NA,"Very Walkable","Northeast Queens",357.666666666667
"1739",1983,"Yes","condo","combo","Yes","gas","no","Eat_In",0,3,2,0,6,NA,1055,"Very Walkable","Northeast Queens",534.666666666667
"1740",1961,"No","co-op","combo","No",NA,"no","Efficient",742,1,1,0,3,NA,800,"Somewhat Walkable","Northeast Queens",0
"1741",1962,"No","co-op","combo","No","gas","no","Efficient",NA,1,1,0,4,NA,852,"Somewhat Walkable","Northeast Queens",0
"1742",1962,"No","co-op","combo","No","gas","no","Efficient",954,1,1,0,3,NA,NA,"Somewhat Walkable","Northeast Queens",0
"1743",1955,"No","co-op","other","No","gas","no","Efficient",661,2,1,0,4,NA,NA,"Somewhat Walkable","Southeast Queens",0
"1744",1960,"No","co-op",NA,"No","oil","no","Eat_In",681,2,1,0,5,NA,NA,"Somewhat Walkable","Southeast Queens",0
"1745",1948,"Yes","condo","other","Yes","oil","no","Efficient",0,2,1,0,4,NA,NA,"Very Walkable","West Queens",618.666666666667
"1746",1964,"Yes","co-op",NA,"No","oil","no","Eat_In",NA,1,1,0,4,NA,NA,"Very Walkable","Southeast Queens",0
"1747",1955,"No","co-op","formal","No","gas","no","Efficient",719,2,1,0,5,NA,NA,"Somewhat Walkable","Southeast Queens",0
"1748",1950,"No","co-op","formal","No","oil","no","Combo",628,2,1,0,4,NA,NA,"Very Walkable","Southeast Queens",0
"1749",1955,"No","co-op","other","No","oil","no","Combo",NA,2,1,0,4,NA,806,"Very Walkable","Southeast Queens",0
"1750",1955,"No","co-op","formal","No","gas","no","Efficient",700,2,1,0,4,NA,NA,"Very Walkable","Southeast Queens",0
"1751",1955,"Yes","co-op",NA,"Yes","gas","no","Efficient",640,1,1,0,3,NA,NA,"Somewhat Walkable","Northeast Queens",0
"1752",NA,"No","co-op",NA,"No",NA,"no",NA,NA,2,1,0,NA,NA,NA,"Somewhat Walkable","Northeast Queens",0
"1753",1950,"No","co-op","formal","No","gas","no","Combo",660,2,1,0,4,NA,NA,"Very Walkable","Southeast Queens",0
"1754",1963,"No","co-op","formal","No","gas","no","Eat_In",NA,1,1,0,4,NA,950,"Very Walkable","North Queens",0
"1755",1963,"No","co-op",NA,"No","oil","no","Eat_In",NA,2,2,0,5,NA,1200,"Very Walkable","North Queens",0
"1756",1963,"No","co-op",NA,"No","gas","no","Eat_In",NA,1,1,0,4,NA,NA,"Very Walkable","North Queens",0
"1757",2006,"No","condo",NA,"No","gas","no","Combo",218,1,1,0,3,NA,NA,"Walker's Paradise","Northwest Queens",NA
"1758",2017,"Yes","condo",NA,"Yes","gas","no","Combo",0,1,1,0,3,NA,NA,"Walker's Paradise","Northwest Queens",322.666666666667
"1759",1950,"No","co-op",NA,"No","gas","yes","Combo",776,2,1,0,5,NA,NA,"Very Walkable","Southeast Queens",0
"1760",1988,"Yes","condo","combo","Yes","gas","no","Combo",0,3,2,0,6,NA,NA,"Car-Dependent","Northeast Queens",NA
"1761",1988,"Yes","condo","combo","Yes","gas","no","Combo",0,3,2,0,6,NA,1250,"Car-Dependent","Northeast Queens",736.666666666667
"1762",1987,"Yes","condo","combo","Yes","gas","no","Combo",0,3,2,0,5,NA,1150,"Car-Dependent","Northeast Queens",654.416666666667
"1763",1953,"No","co-op","formal","No","gas","no","Eat_In",723,1,1,0,3,NA,NA,"Very Walkable","Northeast Queens",0
"1764",1940,"Yes","co-op","combo","Yes","oil","no","Eat_In",891,2,1,0,5,NA,900,"Walker's Paradise","Northwest Queens",0
"1765",1953,"Yes","co-op","formal","No","oil","no","Eat_In",NA,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1766",1950,"Yes","co-op","combo","Yes","gas","no","Eat_In",701,2,1,0,5,NA,NA,"Very Walkable","Southeast Queens",0
"1767",1949,"Yes","co-op","combo","Yes","gas","no","Efficient",767,3,1,0,5,NA,797,"Very Walkable","Southeast Queens",0
"1768",1949,"Yes","co-op","other","Yes","gas","no","Eat_In",613,1,1,0,4,NA,641,"Very Walkable","Southeast Queens",0
"1769",1950,"No","co-op","combo","No",NA,"no","Eat_In",719,1,1,0,4,NA,NA,"Somewhat Walkable","Southeast Queens",0
"1770",2016,"No","condo","other","No","gas","no",NA,0,NA,1,0,2,NA,466,"Walker's Paradise","Northwest Queens",134.583333333333
"1771",2016,"No","condo","other","No","gas","no",NA,0,1,1,0,3,NA,755,"Walker's Paradise","Northwest Queens",230.5
"1772",1950,"No","co-op","formal","No","gas","no","Eat_In",811,2,1,0,5,NA,960,"Very Walkable","Northeast Queens",0
"1773",1965,"No","co-op","formal","No","gas","yes","Efficient",670,1,1,0,4,NA,NA,"Walker's Paradise","Northwest Queens",0
"1774",NA,"No","condo","combo","No",NA,"no","Efficient",0,1,1,0,3,NA,623,"Very Walkable","Northwest Queens",NA
"1775",1991,"Yes","condo",NA,"Yes","electric","no",NA,0,NA,1,0,2,NA,NA,"Very Walkable","Northwest Queens",676.333333333333
"1776",1989,"Yes","condo","combo","Yes","electric","no","Efficient",779,2,2,0,4,NA,886,"Very Walkable","Northwest Queens",NA
"1777",1948,"No","co-op",NA,"No","gas","no","Combo",800,2,1,0,6,NA,NA,"Very Walkable","Southeast Queens",0
"1778",1950,"Yes","co-op","combo","Yes","gas","no","Efficient",631,2,1,0,4,NA,NA,"Somewhat Walkable","Southeast Queens",0
"1779",1950,"Yes","co-op","combo","Yes","gas","no","Eat_In",702,2,1,0,5,NA,NA,"Very Walkable","Southeast Queens",0
"1780",1950,"Yes","co-op","other","Yes","gas","no","Efficient",514,1,1,0,3,NA,NA,"Car-Dependent","Southeast Queens",0
"1781",1960,"Yes","co-op","formal","No","gas","no","Eat_In",764,2,1,0,4,NA,1000,"Very Walkable","North Queens",0
"1782",1955,"Yes","co-op","combo","No","gas","no","Efficient",769,2,1,0,4,NA,900,"Very Walkable","North Queens",0
"1783",1950,"No","co-op","combo","No","gas","no","Efficient",654,1,1,0,3,NA,NA,"Very Walkable","North Queens",0
"1784",2006,"No","condo",NA,"No","gas","no","Eat_In",0,1,1,0,4,NA,729,"Walker's Paradise","Northwest Queens",391
"1785",1954,"Yes","co-op","combo","No","oil","no","Eat_In",NA,1,1,0,4,NA,NA,"Very Walkable","North Queens",0
"1786",1950,"Yes","co-op","combo","Yes","gas","no","Eat_In",723,2,1,0,4,NA,764,"Somewhat Walkable","Southeast Queens",0
"1787",1975,"No","co-op","combo","No","oil","yes","Efficient",885,1,1,0,3,NA,750,"Somewhat Walkable","Southeast Queens",0
"1788",1975,"No","co-op","combo","No","gas","yes","Efficient",NA,1,1,1,3,NA,835,"Somewhat Walkable","Southeast Queens",0
"1789",1975,"No","co-op",NA,"No","electric","yes","Efficient",NA,1,1,1,4,NA,1190,"Somewhat Walkable","Southeast Queens",0
"1790",1975,"No","co-op","formal","No",NA,"yes","Eat_In",NA,1,1,1,4,NA,1200,"Somewhat Walkable","Southeast Queens",0
"1791",1975,"No","co-op","formal","No","oil","yes","Eat_In",NA,1,1,1,4,NA,1200,"Somewhat Walkable","Southeast Queens",0
"1792",1975,"No","co-op",NA,"No","oil","yes","Efficient",NA,1,1,1,4,NA,1200,"Somewhat Walkable","Southeast Queens",0
"1793",1975,"No","co-op","formal","No","electric","no","Eat_In",NA,2,2,1,5,NA,1549,"Somewhat Walkable","Southeast Queens",0
"1794",1975,"No","co-op","formal","No","gas","yes","Efficient",NA,2,2,1,5,NA,1549,"Somewhat Walkable","Southeast Queens",0
"1795",1975,"No","co-op","combo","No","gas","yes","Efficient",NA,1,1,0,3,NA,NA,"Somewhat Walkable","Southeast Queens",0
"1796",1975,"No","co-op","combo","No","oil","yes","Efficient",NA,1,1,0,3,NA,800,"Somewhat Walkable","Southeast Queens",0
"1797",1975,"No","co-op","formal","No","electric","yes","Efficient",NA,1,1,1,4,NA,1010,"Somewhat Walkable","Southeast Queens",0
"1798",1975,"No","co-op",NA,"No","gas","no","Efficient",NA,1,1,1,4,NA,1131,"Somewhat Walkable","Southeast Queens",0
"1799",1975,"No","co-op",NA,"No","electric","yes","Efficient",NA,1,1,1,4,NA,1200,"Somewhat Walkable","Southeast Queens",0
"1800",1975,"No","co-op",NA,"No","electric","yes","Eat_In",NA,1,1,1,4,NA,1230,"Somewhat Walkable","Southeast Queens",0
"1801",1975,"No","co-op",NA,"No","oil","yes","Eat_In",NA,2,2,1,5,NA,1500,"Somewhat Walkable","Southeast Queens",0
"1802",1975,"No","co-op","formal","No","electric","yes","Efficient",NA,2,2,1,5,NA,1549,"Somewhat Walkable","Southeast Queens",0
"1803",1975,"No","co-op","combo","No","oil","no","Efficient",956,1,1,0,3,NA,750,"Somewhat Walkable","Southeast Queens",0
"1804",1975,"No","co-op","combo","No","gas","yes","Efficient",986,1,1,0,4,NA,834,"Somewhat Walkable","Southeast Queens",0
"1805",1975,"No","co-op","combo","No","electric","yes","Eat_In",NA,1,1,0,4,NA,881,"Somewhat Walkable","Southeast Queens",0
"1806",1975,"No","co-op","formal","No","electric","yes","Eat_In",NA,1,1,1,4,NA,1341,"Somewhat Walkable","Southeast Queens",0
"1807",1975,"No","co-op","formal","No","electric","yes","Eat_In",NA,2,2,1,5,NA,1622,"Somewhat Walkable","Southeast Queens",0
"1808",1975,"No","co-op","formal","No","gas","yes","Eat_In",NA,2,2,1,5,NA,1622,"Somewhat Walkable","Southeast Queens",0
"1809",1975,"No","co-op",NA,"No","oil","no","Eat_In",NA,1,1,1,4,NA,1150,"Somewhat Walkable","Southeast Queens",0
"1810",1952,"No","co-op","formal","No","gas","no","Eat_In",661,2,1,0,4,NA,571,"Very Walkable","Southeast Queens",0
"1811",1955,"Yes","co-op","combo","No","gas","no","Eat_In",908,2,1,0,4,NA,NA,"Very Walkable","North Queens",0
"1812",1960,"No","co-op","combo","No","gas","no","Efficient",638,1,1,0,3,NA,NA,"Very Walkable","North Queens",0
"1813",1960,"Yes","co-op","formal","No","oil","no","Eat_In",NA,3,2,0,6,NA,NA,"Very Walkable","North Queens",0
"1814",1960,"No","co-op","formal","No","gas","no","Eat_In",779,3,2,0,6,NA,NA,"Very Walkable","North Queens",0
"1815",1952,"No","co-op","formal","No","oil","no","Eat_In",605,1,1,0,4,NA,890,"Very Walkable","North Queens",0
"1816",1960,"No","co-op","other","No","gas","no","Efficient",347,NA,1,0,2,NA,NA,"Very Walkable","North Queens",0
"1817",2010,"No","condo",NA,"No","gas","no","Combo",0,2,1,0,5,NA,NA,"Walker's Paradise","Northwest Queens",382.916666666667
"1818",2010,"Yes","condo","combo","Yes","gas","no","Eat_In",0,1,1,0,3,NA,NA,"Walker's Paradise","Northwest Queens",292
"1819",2007,"Yes","condo","combo","Yes","gas","no","Eat_In",0,2,2,0,6,NA,1122,"Walker's Paradise","North Queens",296.083333333333
"1820",2007,"Yes","condo","combo","Yes","gas","no","Eat_In",0,2,2,0,6,NA,1122,"Walker's Paradise","North Queens",276.083333333333
"1821",2007,"Yes","condo","combo","Yes","gas","no","Eat_In",0,2,2,0,6,NA,1233,"Walker's Paradise","North Queens",296.083333333333
"1822",2007,"Yes","condo","combo","Yes","gas","no","Eat_In",0,2,2,0,6,NA,1233,"Walker's Paradise","North Queens",303.083333333333
"1823",2007,"Yes","condo","other","Yes","gas","no",NA,0,NA,2,0,0,NA,2454,"Walker's Paradise","North Queens",455.25
"1824",2007,"Yes","condo","combo","Yes","gas","no","Eat_In",0,2,2,0,6,NA,1233,"Walker's Paradise","North Queens",290.083333333333
"1825",2007,"Yes","condo","combo","Yes","gas","yes","Combo",0,2,2,0,4,NA,NA,"Walker's Paradise","North Queens",221.666666666667
"1826",1955,"No","co-op","combo","No","gas","no","Eat_In",718,1,1,0,3,NA,750,"Walker's Paradise","North Queens",0
"1827",1952,"Yes","co-op","other","No","oil","no","Eat_In",590,1,1,0,1,NA,700,"Walker's Paradise","West Queens",0
"1828",1952,"Yes","co-op","other","No","oil","no","Eat_In",722,2,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1829",NA,"No","co-op",NA,"No",NA,"no",NA,NA,NA,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1830",1986,"Yes","condo","combo","Yes","gas","yes","Combo",0,3,2,1,6,NA,1633,"Somewhat Walkable","North Queens",906.833333333333
"1831",1957,"No","co-op","combo","No","oil","no","Efficient",494,1,1,0,3,NA,700,"Walker's Paradise","West Queens",0
"1832",NA,"No","co-op","formal","No","oil","no","Efficient",695,2,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1833",1952,"No","co-op",NA,"No","oil","no","Efficient",642,2,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1834",1958,"No","co-op","other","No","gas","no","Efficient",507,1,1,0,3,NA,675,"Walker's Paradise","West Queens",0
"1835",1957,"Yes","co-op","combo","No",NA,"no","Efficient",482,1,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1836",1958,"No","co-op","combo","No","gas","no","Efficient",570,1,1,0,3,NA,730,"Walker's Paradise","West Queens",0
"1837",1950,"No","co-op","combo","No","oil","no","Efficient",490,1,1,0,3,NA,NA,"Walker's Paradise","West Queens",0
"1838",1958,"No","co-op",NA,"No","gas","no","Combo",860,3,1,1,5,NA,NA,"Walker's Paradise","Northwest Queens",0
"1839",1958,"No","co-op",NA,"No","gas","no","Combo",661,2,1,0,4,NA,NA,"Very Walkable","Northwest Queens",0
"1840",1962,"No","co-op","formal","No","oil","no","Eat_In",685,2,2,0,7,NA,NA,"Walker's Paradise","North Queens",0
"1841",1951,"Yes","co-op","formal","Yes","gas","yes","Eat_In",578,1,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1842",1939,"Yes","co-op",NA,"Yes","gas","no","Combo",892,1,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1843",1960,"No","co-op",NA,"No","gas","no","Combo",800,1,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1844",1930,"No","condo","combo","No","oil","no","Eat_In",549,1,1,0,3,NA,1000,"Walker's Paradise","West Queens",NA
"1845",2008,"No","condo","formal","No","gas","no","Combo",0,2,2,0,5,NA,998,"Walker's Paradise","North Queens",280.75
"1846",2004,"No","condo","combo","No","gas","no","Eat_In",0,2,2,0,4,NA,NA,"Walker's Paradise","North Queens",248.75
"1847",2004,"No","condo","combo","No","gas","no","Eat_In",0,2,2,0,4,NA,643,"Walker's Paradise","North Queens",295.416666666667
"1848",1980,"No","co-op",NA,"No","gas","no","Combo",504,1,1,0,4,NA,650,"Very Walkable","North Queens",0
"1849",1950,"No","co-op","formal","No","gas","no","Combo",546,1,2,0,4,NA,650,"Very Walkable","North Queens",0
"1850",1916,"Yes","co-op","formal","Yes","gas","no","Eat_In",467,1,1,0,3,NA,800,"Walker's Paradise","West Queens",0
"1851",2015,"No","condo","formal","No","gas","no","Eat_In",0,1,1,0,2,NA,495,"Walker's Paradise","North Queens",236.75
"1852",1988,"No","condo","combo","No","gas","no","Combo",0,2,1,1,5,NA,NA,"Walker's Paradise","North Queens",1066.91666666667
"1853",1958,"No","co-op",NA,"No",NA,"no","Efficient",NA,1,1,0,3,NA,547,"Walker's Paradise","West Queens",0
"1854",1948,"No","co-op",NA,"No","gas","no",NA,686,1,1,0,4,NA,733,"Walker's Paradise","West Queens",0
"1855",1942,"No","co-op","formal","No","gas","no","Eat_In",748,1,1,0,4,NA,950,"Walker's Paradise","West Queens",0
"1856",1930,"No","co-op","combo","Yes","gas","no","Eat_In",641,1,1,0,3,NA,NA,"Walker's Paradise","West Queens",0
"1857",1921,"Yes","co-op","formal","Yes","gas","no","Efficient",812,3,2,0,6,NA,1250,"Walker's Paradise","West Queens",0
"1858",1940,"No","co-op","formal","No","oil","no","Efficient",783,1,1,0,3,NA,NA,"Walker's Paradise","West Queens",0
"1859",1955,"No","co-op","combo","No",NA,"yes","Efficient",596,1,1,0,4,NA,650,"Walker's Paradise","West Queens",0
"1860",1955,"Yes","co-op",NA,"Yes","oil","no","Efficient",541,1,1,0,3,NA,720,"Walker's Paradise","West Queens",0
"1861",1938,"No","co-op","formal","No",NA,"no","Eat_In",732,1,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1862",1950,"Yes","co-op","other","Yes","gas","no","Efficient",569,1,1,0,3,NA,725,"Walker's Paradise","West Queens",0
"1863",1945,"No","co-op",NA,"No","oil","no","Efficient",299,NA,1,0,2,NA,NA,"Walker's Paradise","West Queens",0
"1864",1922,"No","co-op",NA,"No","gas","no","Efficient",850,2,2,0,5,NA,1100,"Walker's Paradise","West Queens",0
"1865",1927,"No","condo","combo","No","oil","no","Efficient",0,2,1,0,4,NA,738,"Walker's Paradise","West Queens",689.666666666667
"1866",NA,"No","condo",NA,"No","oil","no","Efficient",0,1,1,0,5,NA,555,"Walker's Paradise","West Queens",603.25
"1867",1937,"No","condo","formal","No","oil","no","Eat_In",0,3,1,1,6,NA,1200,"Walker's Paradise","North Queens",936
"1868",2010,"No","condo",NA,"No","gas","no","Efficient",0,2,1,0,5,NA,604,"Very Walkable","North Queens",245.5
"1869",2012,"No","condo","combo","No","gas","no","Combo",0,3,2,0,7,NA,NA,"Walker's Paradise","North Queens",491
"1870",1950,"Yes","co-op","combo","Yes","oil","no","Efficient",715,1,1,0,3,NA,NA,"Very Walkable","North Queens",0
"1871",2011,"No","condo","combo","No","gas","no","Eat_In",0,2,2,0,6,NA,1040,"Walker's Paradise","West Queens",344.75
"1872",2008,"Yes","condo","combo","Yes","gas","no","Combo",0,2,1,0,5,NA,NA,"Walker's Paradise","North Queens",NA
"1873",1928,"No","co-op",NA,"No","oil","no","Efficient",565,1,1,0,2,NA,NA,"Walker's Paradise","West Queens",0
"1874",1939,"No","co-op","combo","No","oil","no","Eat_In",820,1,1,0,3,NA,750,"Walker's Paradise","West Queens",0
"1875",1928,"No","co-op",NA,"No","oil","no","Efficient",912,1,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1876",1962,"No","co-op","combo","No","gas","yes","Efficient",720,1,1,0,3,NA,NA,"Walker's Paradise","West Queens",0
"1877",1955,"No","co-op","other","No","gas","no","Eat_In",914,2,2,0,5,NA,1150,"Walker's Paradise","West Queens",0
"1878",1919,"Yes","co-op","formal","No","gas","no","Efficient",504,1,1,0,4,NA,800,"Walker's Paradise","West Queens",0
"1879",1916,"No","co-op",NA,"No","oil","no","Eat_In",528,2,1,0,5,NA,850,"Walker's Paradise","West Queens",0
"1880",2003,"No","condo","formal","No","gas","no","Combo",507,1,1,0,4,NA,NA,"Walker's Paradise","West Queens",NA
"1881",1937,"Yes","condo","formal","Yes","oil","no","Efficient",400,1,1,0,5,NA,NA,"Walker's Paradise","West Queens",NA
"1882",1936,"No","condo","formal","No","oil","no","Eat_In",0,1,1,0,4,NA,870,"Walker's Paradise","Northwest Queens",563.5
"1883",1987,"No","condo","formal","No","gas","yes","Eat_In",0,5,3,0,11,NA,2200,"Somewhat Walkable","North Queens",1133.83333333333
"1884",1936,"Yes","co-op","other","Yes","gas","no","Efficient",549,1,1,0,3,NA,725,"Walker's Paradise","Northwest Queens",0
"1885",2003,"No","condo","formal","No","gas","no","Combo",0,2,1,1,5,NA,850,"Walker's Paradise","North Queens",432.5
"1886",2003,"No","condo","other","No","gas","no","Combo",0,2,1,1,5,NA,NA,"Walker's Paradise","North Queens",470
"1887",1962,"No","co-op","formal","No","oil","no","Efficient",515,2,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1888",1979,"No","condo","combo","No","gas","no","Eat_In",0,2,1,1,5,NA,910,"Walker's Paradise","North Queens",954.083333333333
"1889",1995,"No","condo",NA,"No","gas","no","Eat_In",0,NA,1,0,3,NA,569,"Walker's Paradise","West Queens",507.083333333333
"1890",1980,"Yes","condo",NA,"Yes","gas","yes","Eat_In",0,3,2,1,7,NA,2050,"Somewhat Walkable","North Queens",822.833333333333
"1891",1926,"No","co-op","combo","No","oil","no","Efficient",660,1,1,0,3,NA,634,"Walker's Paradise","West Queens",0
